
cat hubspot_deals_properties.csv
name,label,type,fieldType,groupName
hs_v2_latest_time_in_262010510,"Latest time in ""3 days (Hexnode Pre-Sales Demo)""",number,number,dealstages
hs_v2_latest_time_in_262010511,"Latest time in ""6 days  (Hexnode Pre-Sales Demo)""",number,number,dealstages
hs_v2_latest_time_in_262010512,"Latest time in ""12 days  (Hexnode Pre-Sales Demo)""",number,number,dealstages
hs_v2_latest_time_in_2849359,"Latest time in ""Do Not Qualify- invalid domain (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_2d4ac1e9_f2ca_4550_9819_edead19f8de3_575290732,"Latest time in ""Agreement in Revew - Legal team (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_2e2c0e0f_b284_4688_bf95_0e2696af0453_1914174364,"Latest time in ""No Response After Signup (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_347a8e7a_6a89_4685_b82c_c47df3f3e274_662590660,"Latest time in ""Busy Didn't Test/Signup (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_3956888,"Latest time in ""Rejected (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_3956889,"Latest time in ""Deal Expired (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_3956890,"Latest time in ""On Hold (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_3956891,"Latest time in ""Cancelled by reseller (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_3956892,"Latest time in ""Quote Proposed (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_3957181,"Latest time in ""Lead signed up for Trial/Quote (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_4119815,"Latest time in ""Deal Approved- Trial Created (Partner Deal Registration)""",number,number,dealstages
hs_v2_latest_time_in_434f3dd2_18bd_4d0c_9035_fb41a62ae694_457608919,"Latest time in ""Trial Through Support (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_464996,"Latest time in ""Just Signed Up (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_4671251,"Latest time in ""Registered (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671252,"Latest time in ""Tried calling- No Response yet (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671253,"Latest time in ""Cx Responded (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671254,"Latest time in ""Sure Attendee (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671255,"Latest time in ""Ready to be Guest Speaker (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671256,"Latest time in ""Iterations on Guest Speaking (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671560,"Latest time in ""Customer Declined (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671561,"Latest time in ""No Response- Not likely (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671562,"Latest time in ""DND (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4671581,"Latest time in ""Iterations on Speaking (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_4671869,"Latest time in ""Rejected (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_4671870,"Latest time in ""Reseller Declined (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_4671871,"Latest time in ""No Response- Not likely (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_4671872,"Latest time in ""DND (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_4731880,"Latest time in ""Ready to be Customer Speaker (HexCon Registration- Customer)""",number,number,dealstages
hs_v2_latest_time_in_4732197,"Latest time in ""Ready for Video testimonial (HexCon Registration- Reseller)""",number,number,dealstages
hs_v2_latest_time_in_5244958,"Latest time in ""Deal Created (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5244959,"Latest time in ""Connected with cx (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5244960,"Latest time in ""Contacted- Will attend (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5244961,"Latest time in ""Agreed to be speaker (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5245301,"Latest time in ""Busy- Call again (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5245302,"Latest time in ""Experiencing issues- redirect (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5245318,"Latest time in ""Ready for Video testimonial (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_5271b0dc_f137_481d_8654_ed4fa1389d4d_2058009924,"Latest time in ""PostPoned the Project (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_52ca96a2_ae85_42fd_bb82_fe4476728427_214531292,"Latest time in ""Send the First Response (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_55882362,"Latest time in ""Demo Scheduled-not signed up yet (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882363,"Latest time in ""Demo scheduled-Trial Active (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882367,"Latest time in ""Need More Features-Decision Not Made Yet (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882369,"Latest time in ""Old Deals Need to Follow Up (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882370,"Latest time in ""Do not Qualify-Others (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882371,"Latest time in ""Deal won- Require follow up (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_55882372,"Latest time in ""Close Won - But Upsell Required (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_5626526,"Latest time in ""Potential Invitee/Super happy (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_5626528,"Latest time in ""Major implementation tweaks required (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_5626529,"Latest time in ""Minor implementation tweaks required (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_5713987,"Latest time in ""Churn (Hexcon Customer follow up Outbound)""",number,number,dealstages
hs_v2_latest_time_in_57961,"Latest time in ""Extended Trial after Expiry (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_5e8a7e69_28e6_47ab_8ebe_4f7a830aca1a_549718623,"Latest time in ""Waiting For Signed Agreement (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_62791038,"Latest time in ""Not Contacted yet (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791039,"Latest time in ""Contacted- No response (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791040,"Latest time in ""Contacted- Call scheduled (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791041,"Latest time in ""Lead inerested (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791042,"Latest time in ""Interested- Not now (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791043,"Latest time in ""Connected with Support/ Pre-sales (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62791044,"Latest time in ""Moving to Sale Pipeline (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62795077,"Latest time in ""Not interested (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62795078,"Latest time in ""DND (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_62795079,"Latest time in ""Invalid lead (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_63258951,"Latest time in ""Contact created- Not contacted (MWC 2023- On site)""",number,number,dealstages
hs_v2_latest_time_in_67980906,"Latest time in ""Not contacted yet (AR - Renewal follow up)""",number,number,dealstages
hs_v2_latest_time_in_67980907,"Latest time in ""Contacted- No reponse (AR - Renewal follow up)""",number,number,dealstages
hs_v2_latest_time_in_67980908,"Latest time in ""Contacted- Call scheduled  (AR - Renewal follow up)""",number,number,dealstages
hs_v2_latest_time_in_67980909,"Latest time in ""Pricing negotiation  (AR - Renewal follow up)""",number,number,dealstages
hs_v2_latest_time_in_6a3f8b8c_b75a_469b_a286_279fb9936eac_524566888,"Latest time in ""Not Interested (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_71651468,"Latest time in ""Trial Canceled By Lead (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_72c988f2_5c8f_48c7_8110_929c15de2a4d_297254484,"Latest time in ""DND-EMAILS ONLY (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_76912706,"Latest time in ""Inactive Deal  (Annual Renewals)""",number,number,dealstages
hs_v2_latest_time_in_76b7442b_8e9f_433b_93fa_0229a25380b6_1523360246,"Latest time in ""No Response After Testing (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_82949006,"Latest time in ""Inactive Deals (< 2022) (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_85338378,"Latest time in ""Require on-site training/ implementation (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_85338379,"Latest time in ""Require online training/ implementation (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_85338380,"Latest time in ""Testimonial ready- Video case study (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_85341840,"Latest time in ""Contacted customer- No update (Annual Renewals)""",number,number,dealstages
hs_v2_latest_time_in_85621016,"Latest time in ""Not contacted yet (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_85621017,"Latest time in ""Contacted- no response (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_85621018,"Latest time in ""Contacted- interested to visit (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_85621020,"Latest time in ""Interested in case study and stall visit (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_85621021,"Latest time in ""Not interested (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_85621022,"Latest time in ""Invalid (Gitex 2023- Customer follow up)""",number,number,dealstages
hs_v2_latest_time_in_86991227,"Latest time in ""14-day Trial Stage  (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_86991228,"Latest time in ""Pricing discussion (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002181,"Latest time in ""Appointment scheduled (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002182,"Latest time in ""Business Sign Off (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002183,"Latest time in ""Product Demo scheduled (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002185,"Latest time in ""Proposal Sent (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002186,"Latest time in ""Closed won (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87002187,"Latest time in ""Closed lost (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_87005043,"Latest time in ""Prospecting (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_87005044,"Latest time in ""Lead qualification (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_87005045,"Latest time in ""Demo or meeting (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_87005046,"Latest time in ""Proposal (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_87005047,"Latest time in ""Negotiation or Commitment (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_88ba1e0c_5b29_41a5_8daa_400261dd1e3b_2011698788,"Latest time in ""Send the Agreement (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_936535185,"Latest time in ""Duplicate Deals (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_936535186,"Latest time in ""Reseller Customers  (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_936535187,"Latest time in ""Churn - Closed Won - Resellers (Customer Success)""",number,number,dealstages
hs_v2_latest_time_in_95157856,"Latest time in ""Technical Sign Off (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_98046801,"Latest time in ""Appointment scheduled (Outbound Channel Sales- India)""",number,number,dealstages
hs_v2_latest_time_in_98046802,"Latest time in ""Qualified to buy (Outbound Channel Sales- India)""",number,number,dealstages
hs_v2_latest_time_in_98177280,"Latest time in ""Inactive Deals (< 2022) (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_99666590,"Latest time in ""No Response (Outbound Channel Partnership (UK))""",number,number,dealstages
hs_v2_latest_time_in_99988609,"Latest time in ""Lead Qualification (US outbound sales)""",number,number,dealstages
hs_v2_latest_time_in_a67a943f_dd28_45cb_808a_279a7a10862a_1257452164,"Latest time in ""Received the Signed Agreement (Reseller PipeLine)""",number,number,dealstages
hs_v2_latest_time_in_closedlost,"Latest time in ""Lost To Competition (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_closedwon,"Latest time in ""Closed won (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_contractsent,"Latest time in ""Finalized - Will Subscribe Soon (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_d088220c_da19_4727_92de_0d0221f01b77_1373113023,"Latest time in ""Churn (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_e04fdae3_10ca_4746_9f91_798166aa8539_1443280175,"Latest time in ""Validated Lead - in Call/Email/Chat (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_ff0c0049_40f4_42f0_b77e_6030f2d10d2d_601756186,"Latest time in ""Do not Qualify (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_presentationscheduled,"Latest time in ""Finalized - Awaiting For Approval (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_latest_time_in_qualifiedtobuy,"Latest time in ""Active Testing-Validated (Inbound Sales Pipeline)""",number,number,dealstages
hs_v2_time_in_current_stage,Time in current stage,datetime,calculation_equation,dealstages
hs_was_imported,Performed in an import,bool,booleancheckbox,dealinformation
hs_weighted_pipeline_in_company_currency,Weighted open pipeline in company currency,number,calculation_equation,hubspotmetrics
hubspot_owner_assigneddate,Owner assigned date,datetime,date,dealinformation
hubspot_owner_id,Deal owner,enumeration,select,dealinformation
hubspot_team_id,HubSpot Team,enumeration,select,dealinformation
hubspot_upload_batch,Hubspot upload batch,string,text,dealinformation
is_trial__,Is trial ?,enumeration,select,dealinformation
lead_source,Lead Source,enumeration,select,dealinformation
lead_source_mentioned_from_support_team,lead_source_mentioned_from_support_team,string,text,dealinformation
lead_source_mentioned_from_support_team__c,Lead Source Mentioned from Support Team,string,text,salesforceinformation
lead_type,Lead Type,enumeration,select,dealinformation
license_count,License count,number,number,dealinformation
license_expiry__duplicate,License expiry- duplicate,date,date,dealinformation
license_expiry_date,License Expiry date,date,date,dealinformation
live_workflow,Live Workflow ,enumeration,select,dealinformation
location_changed,User email or phone location differ than from ip location,string,text,dealinformation
location_changed__c,User Email or Phone Location,string,text,salesforceinformation
loss_reason__c,Loss Reason,enumeration,select,salesforceinformation
monthly__annual,Monthly/ Annual,enumeration,select,dealinformation
notes_last_contacted,Last Contacted,datetime,date,dealinformation
notes_last_updated,Last Activity Date,datetime,date,dealinformation
notes_next_activity_date,Next Activity Date,datetime,date,dealinformation
num_associated_contacts,Number of Associated Contacts,number,calculation_rollup,dealinformation
num_contacted_notes,Number of times contacted,number,number,dealinformation
num_notes,Number of Sales Activities,number,number,dealinformation
partner_company,Partner Company,string,textarea,dealinformation
partner_company__c,Partner Company,string,text,salesforceinformation
partner_name,Partner Name,string,text,dealinformation
partner_name__c,Partner Name,string,text,salesforceinformation
partner_summit_referral_url,Partner summit referral URL,string,textarea,dealinformation
partner_summit_referral_url__c,Partner Summit Referral URL,string,text,salesforceinformation
payment_due,Payment Due,enumeration,select,dealinformation
pipeline,Pipeline,enumeration,select,dealinformation
portal_status,Portal Status,enumeration,select,dealinformation
primary_address_city__c,Primary Address City,string,text,salesforceinformation
primary_address_country__c,Primary Address Country,string,text,salesforceinformation
primary_address_line_1,primary_address_line_1,string,textarea,dealinformation
primary_address_line_1__c,Primary Address Line 1,string,text,salesforceinformation
primary_address_phonenumber__c,Primary Address Phonenumber,string,text,salesforceinformation
primary_address_state__c,Primary Address State,string,text,salesforceinformation
primary_address_timezone__c,Primary Address Timezone,string,text,salesforceinformation
primary_address_zipcode__c,Primary Address Zipcode,string,text,salesforceinformation
prmry_addrs_city,prmry_addrs_city,string,text,dealinformation
prmry_addrs_country,prmry_addrs_country,string,text,dealinformation
prmry_addrs_phonenumber,prmry_addrs_phonenumber,string,text,dealinformation
prmry_addrs_state,prmry_addrs_state,string,text,dealinformation
prmry_addrs_timezone,prmry_addrs_timezone,string,text,dealinformation
prmry_addrs_zipcode,prmry_addrs_zipcode,string,text,dealinformation
project_query_from_request,Project query from Request,string,textarea,dealinformation
project_query_from_request__c,Project Query from Request,string,text,salesforceinformation
recurring_revenue_amount,Recurring revenue amount,number,number,recurring_revenue_information
recurring_revenue_deal_type,Recurring revenue deal type,enumeration,radio,recurring_revenue_information
recurring_revenue_inactive_date,Recurring revenue inactive date,datetime,date,recurring_revenue_information
recurring_revenue_inactive_reason,Recurring revenue inactive reason,enumeration,radio,recurring_revenue_information
referral_group_name,referral_group_name,string,text,analyticsinformation
referral_traffic_type,referral_traffic_type,string,text,analyticsinformation
reseller_deal_branches,reseller_deal_branches,string,textarea,dealinformation
reseller_deal_branches__c,Reseller Deal Branches,string,text,salesforceinformation
reseller_deal_for,Email of reseller deal creation,string,text,dealinformation
reseller_deal_for__c,Email of Reseller Deal Creation,string,text,salesforceinformation
reseller_deal_id,reseller_deal_id,string,text,dealinformation
reseller_deal_id__c,Reseller Deal ID,string,text,salesforceinformation
roi_analysis_completed__c,ROI Analysis Completed,enumeration,booleancheckbox,salesforceinformation
salesforcedeleted,Salesforce Deleted,bool,booleancheckbox,salesforceinformation
salesforcelastsynctime,Last Salesforce Sync Time,datetime,date,salesforceinformation
secondary_phone_number,Secondary Phone,string,text,dealinformation
subscribe_plan_type,Subscribe plan type,string,text,dealinformation
subscribe_plan_type__c,Subscribe Plan Type,string,text,salesforceinformation
ticket_submitting_by,Who raised ticket from support assist,string,text,dealinformation
ticket_submitting_by__c,Ticket Submitting by,string,text,salesforceinformation
trial_expiry_date,Trial Expiry Date,datetime,date,dealinformation
trial_expiry_date__c,Trial Expiry Date,string,text,salesforceinformation
use_deal_for,Use Deal for,enumeration,checkbox,dealinformation
user_address,User Address,string,textarea,dealinformation
user_address__c,User Address,string,text,salesforceinformation
user_alternative_email_1,user_alternative_email_1,string,text,dealinformation
user_alternative_email_2,user_alternative_email_2,string,text,dealinformation
user_alternative_email_3,user_alternative_email_3,string,text,dealinformation
user_alternative_phone_1,user_alternative_phone_1,string,text,dealinformation
user_alternative_phone_1__c,User Alternative Phone 1,string,text,salesforceinformation
user_alternative_phone_2,user_alternative_phone_2,string,text,dealinformation
user_alternative_phone_2__c,User Alternative Phone 2,string,text,salesforceinformation
user_alternative_phone_3,user_alternative_phone_3,string,text,dealinformation
user_alternative_phone_3__c,User Alternative Phone 3,string,text,salesforceinformation
user_choosed_data_center,user_choosed_data_center,string,text,dealinformation
user_choosed_data_center__c,User Choosed Data Center,string,text,salesforceinformation
user_city,User city,string,text,dealinformation
user_city__c,User City,string,text,salesforceinformation
user_company_name,User company name,string,text,dealinformation
user_country,User country,string,text,dealinformation
user_country__c,User Country,string,text,salesforceinformation
user_country_based_on_phone_or_email,User Country based on phone or email,string,text,dealinformation
user_country_based_on_phone_or_email__c,User Country based on Phone or Email,string,text,salesforceinformation
user_description,User description,string,text,dealinformation
user_device_count,User device count,string,text,dealinformation
user_email,User email,string,text,dealinformation
user_email__c,User Email,string,text,salesforceinformation
user_firstname,User firstname,string,text,dealinformation
user_ip_address,User ip address,string,text,dealinformation
user_ip_address__c,User IP Address,string,text,salesforceinformation
user_lastname,User lastname,string,text,dealinformation
user_organization,user_organization,string,text,dealinformation
user_organization__c,User Organization,string,text,salesforceinformation
user_phone,User phone,string,text,dealinformation
user_phone__c,User Phone,string,text,salesforceinformation
user_portal_name,User portal name,string,text,dealinformation
user_portal_name__c,User Portal Name,string,text,salesforceinformation
user_rating,User rating,string,text,dealinformation
user_rating__c,User Rating,string,text,salesforceinformation
user_request_history,user_request_history,string,textarea,dealinformation
user_request_history__c,User Request History,string,text,salesforceinformation
user_seconday_email_history,user_seconday_email_history,string,textarea,dealinformation
user_seconday_phone_history,user_seconday_phone_history,string,textarea,dealinformation
user_seconday_phone_history__c,User Seconday Phone History,string,text,salesforceinformation
user_selected_country,user_selected_country,string,text,dealinformation
user_selected_country__c,User Selected Country,string,text,salesforceinformation
user_selected_industry_type,user_selected_industry_type,string,text,dealinformation
user_selected_industry_type__c,User Selected Industry Type,string,text,salesforceinformation
user_selected_timezone,user_selected_timezone,string,text,dealinformation
user_selected_timezone__c,User Selected Timezone,string,text,salesforceinformation
user_selected_timezone_code,user_selected_timezone_code,string,text,dealinformation
user_selected_timezone_code__c,User Selected Timezone Code,string,text,salesforceinformation
user_state,User state,string,text,dealinformation
user_state__c,User State,string,text,salesforceinformation
user_timezone,User timezone,string,text,dealinformation
user_timezone__c,User Timezone,string,text,salesforceinformation
user_timezone_based_on_phone_or_email,User Timezone based on phone or email,string,text,dealinformation
user_timezone_based_on_phone_or_email__c,User Timezone Based on Phone or Email,string,text,salesforceinformation
user_website,User website,string,text,dealinformation
user_website__c,User Website,string,text,salesforceinformation
utm_campaign,utm_campaign,string,text,analyticsinformation
utm_medium,utm_medium,string,text,analyticsinformation
utm_source,utm_source,string,text,analyticsinformation
utm_term,utm_term,string,text,analyticsinformation
visited_pages,visited pages,string,textarea,dealinformation
visited_pages__c,Visited Pages,string,text,salesforceinformation







 cat hubspot_contacts_properties.csv
name,label,type,fieldType,groupName
a_b_test_variant,A/B Test Variant,enumeration,radio,contactinformation
access_time__c,Access Time,string,text,salesforceinformation
address,Street Address,string,text,contactinformation
annualrevenue,Annual Revenue,string,text,contactinformation
area_of_interest_2,Area of interest 2,string,textarea,contactinformation
associatedcompanyid,Primary Associated Company ID,number,number,contactinformation
associatedcompanylastupdated,Associated Company Last Updated,number,number,contactinformation
calendly_answer_1,Calendly Custom Answer 1,string,textarea,calendly
calendly_answer_10,Calendly Custom Answer 10,string,textarea,calendly
calendly_answer_2,Calendly Custom Answer 2,string,textarea,calendly
calendly_answer_3,Calendly Custom Answer 3,string,textarea,calendly
calendly_answer_4,Calendly Custom Answer 4,string,textarea,calendly
calendly_answer_5,Calendly Custom Answer 5,string,textarea,calendly
calendly_answer_6,Calendly Custom Answer 6,string,textarea,calendly
calendly_answer_7,Calendly Custom Answer 7,string,textarea,calendly
calendly_answer_8,Calendly Custom Answer 8,string,textarea,calendly
calendly_answer_9,Calendly Custom Answer 9,string,textarea,calendly
calendly_question_1,Calendly Custom Question 1,string,text,calendly
calendly_question_10,Calendly Custom Question 10,string,text,calendly
calendly_question_2,Calendly Custom Question 2,string,text,calendly
calendly_question_3,Calendly Custom Question 3,string,text,calendly
calendly_question_4,Calendly Custom Question 4,string,text,calendly
calendly_question_5,Calendly Custom Question 5,string,text,calendly
calendly_question_6,Calendly Custom Question 6,string,text,calendly
calendly_question_7,Calendly Custom Question 7,string,text,calendly
calendly_question_8,Calendly Custom Question 8,string,text,calendly
calendly_question_9,Calendly Custom Question 9,string,text,calendly
campaign,Campaign,string,textarea,contactinformation
campaignid__c,Campaignid,string,text,salesforceinformation
city,City,string,text,contactinformation
closedate,Close Date,datetime,date,contactinformation
company,Company Name,string,text,contactinformation
company__c,Company,string,text,salesforceinformation
company_linkedin_url,Company Linkedin URL,string,text,contactinformation
company_size,Company size,string,text,contactinformation
contact_owner__c,Contact Owner,string,text,salesforceinformation
content_preferance,Content preference,string,textarea,leadin-form-fields
country,Country/Region,string,text,contactinformation
createdate,Create Date,datetime,date,contactinformation
currentlyinworkflow,Currently in workflow (discontinued),enumeration,booleancheckbox,emailinformation
customer_active_device_count,customer active device count,string,text,contactinformation
customer_ad_check,Customer ad check,string,text,contactinformation
customer_android_device_count,Customer android device count,string,text,contactinformation
customer_apns_expiry,Customer apns_expiry,string,text,contactinformation
customer_azure_ad_enabled,customer azure ad enabled,string,text,contactinformation
customer_branch,Customer branch,string,text,contactinformation
customer_dep_device_count,Customer dep device count,string,text,contactinformation
customer_device_limit,Customer device limit,string,text,contactinformation
customer_disk_status,Customer disk status,string,text,contactinformation
customer_enrolleddevice_count,Customer enrolleddevice count,string,text,contactinformation
customer_enterprise_app_count,Customer enterprise app count,string,text,contactinformation
customer_file_management_enabled,customer file management enabled,string,text,contactinformation
customer_first_visited_page,Customer first visited page,string,textarea,contactinformation
customer_first_visited_page__c,Customer First Visited Page,string,text,salesforceinformation
customer_gsuite_enabled,customer gsuite enabled,string,text,contactinformation
customer_instance_in,customer instance in,string,text,contactinformation
customer_ios_device_count,Customer ios device count,string,text,contactinformation
customer_kiosk_device_count,Customer kiosk device count,string,text,contactinformation
customer_last_reported,customer last reported,string,text,contactinformation
customer_lastlogin_time,Customer lastlogin time,string,text,contactinformation
customer_license_expiry,Customer license expiry,string,text,contactinformation
customer_mac_device_count,Customer mac device count,string,text,contactinformation
customer_plan_name,Customer plan name,string,text,contactinformation
customer_preenrolled_devices,Customer preenrolled devices,string,text,contactinformation
customer_ram_size,customer ram size,string,text,contactinformation
customer_referral_url,Customer referral url,string,textarea,contactinformation
customer_referral_url__c,Customer Referral URL,string,text,salesforceinformation
customer_remarks,customer remarks,string,text,contactinformation
customer_revision_no,Customer revision no,string,text,contactinformation
customer_s3_upload_status,Customer s3 upload status,string,text,contactinformation
customer_technician_count,Customer technician count,string,text,contactinformation
customer_tvos_device_count,Customer tvos device count,string,text,contactinformation
customer_type,Customer type,string,text,contactinformation
customer_use_location_api,Customer use location api,string,text,contactinformation
customer_vpn_enabled,customer vpn enabled,string,text,contactinformation
customer_vpp_check,Customer vpp check,string,text,contactinformation
customer_windows_device_count,Customer windows device count,string,text,contactinformation
customer_wizard_completed,Customer wizard completed,string,text,contactinformation
data_upload,Data upload,enumeration,checkbox,contactinformation
data_upload_date,Data upload date,date,date,contactinformation
date_of_birth,Date of birth,string,text,contactinformation
days_to_close,Days To Close,number,number,contactinformation
deal_amount,Deal amount,string,text,contactinformation
deal_type,Deal type,string,text,contactinformation
degree,Degree,string,text,contactinformation
description,Description,string,textarea,contactinformation
device_count,Device Count,string,text,contactinformation
device_count__c,Device Count,string,text,salesforceinformation
email,Email,string,text,contactinformation
engagements_last_meeting_booked,Date of last meeting booked in meetings tool,datetime,date,contactinformation
engagements_last_meeting_booked_campaign,Campaign of last booking in meetings tool,string,text,contactinformation
engagements_last_meeting_booked_medium,Medium of last booking in meetings tool,string,text,contactinformation
engagements_last_meeting_booked_source,Source of last booking in meetings tool,string,text,contactinformation
event_follow_up_status,Event Follow up Status,enumeration,select,contactinformation
fax,Fax Number,string,phonenumber,contactinformation
field_of_study,Field of study,string,text,contactinformation
first_conversion_date,First Conversion Date,datetime,date,conversioninformation
first_conversion_event_name,First Conversion,string,text,conversioninformation
first_deal_created_date,First Deal Created Date,datetime,date,contactinformation
first_referrer_url,First referrer url,string,textarea,contactinformation
first_visited_url__c,First Visited URL,string,text,salesforceinformation
firstname,First Name,string,text,contactinformation
followercount,Follower Count,number,number,socialmediainformation
gclickid,GClickID,string,text,contactinformation
gender,Gender,string,text,contactinformation
